date,state_col,trendline_a_little_concerned,trendline_extremely_concerned,trendline_moderately_concerned,trendline_not_concerned_at_all,trendline_unsure,ci_low_a_little_concerned,ci_low_extremely_concerned,ci_low_moderately_concerned,ci_low_not_concerned_at_all,ci_low_unsure,ci_high_a_little_concerned,ci_high_extremely_concerned,ci_high_moderately_concerned,ci_high_not_concerned_at_all,ci_high_unsure
2020-02-24,Alabama,0.348063862231994,0.15188408282248,0.222691056960359,0.270710213180312,0.0066507848048552,0.225826601914397,0.0932579659376933,0.137063733625658,0.171952795350575,0.00361322563063036,0.485923730318638,0.226965686604731,0.328154376596096,0.391330708130982,0.0108947938930363
2020-02-25,Alabama,0.343423889079418,0.152448434667581,0.222631179266082,0.274833423154182,0.00666307383273725,0.222870021067072,0.0941955318210769,0.137432021948949,0.177600313556416,0.00363162020479153,0.477561119004458,0.227095683699966,0.326913184067415,0.394052226740483,0.0109009847631179
2020-02-26,Alabama,0.338785833705883,0.153010919290338,0.22257469884683,0.278959391018379,0.00666915713857026,0.219910710458145,0.095125819865392,0.13779862697426,0.183245656474104,0.00364997029806049,0.469192658415447,0.227216775165504,0.325674111544562,0.396768918910643,0.0109131662267513
2020-02-27,Alabama,0.334149881498447,0.153574337524267,0.222513457734446,0.283080917881792,0.00668140536104698,0.216958888841257,0.0960566847736222,0.138166073648562,0.188892087035869,0.00367446674301392,0.460820998352614,0.22734538150151,0.324430916963176,0.399488024300473,0.0109192903379897
2020-02-28,Alabama,0.336011611314908,0.154731794548316,0.22339532975277,0.279198231356674,0.00666303302733191,0.220106682017772,0.0975019750258744,0.139758342570534,0.184335748274532,0.00366834263177556,0.465689666787107,0.227682207619619,0.324779991303762,0.392469792821317,0.0108947938930363
2020-02-29,Alabama,0.337875410317966,0.15589020626133,0.224272451129293,0.275317230904904,0.00664470138650727,0.223261966586644,0.0989478712458968,0.141351477144677,0.179780510509039,0.00366836509725148,0.470561216990838,0.228014306011464,0.325137180931851,0.385447797756112,0.010864239870658
2020-03-01,Alabama,0.342286893629009,0.15337412041375,0.228027950786039,0.269690789836301,0.00662024533490113,0.227795231708587,0.0976868948538463,0.145829122955287,0.176946113285197,0.00372962942549009,0.470827438804069,0.222399823623436,0.327858310826949,0.379032011121522,0.0107112017490676
2020-03-02,Alabama,0.346692061314602,0.150855232134436,0.231785362149318,0.264065552486695,0.00660179191494834,0.232324283938293,0.0964241314479236,0.150297938011746,0.174102358395238,0.00379082485654269,0.471078884676861,0.216781289615345,0.330579524646486,0.372603175964088,0.0105579677749267
2020-03-03,Alabama,0.341249816275538,0.153097594434374,0.23097226985449,0.268115231982754,0.00656508745284405,0.229986281906815,0.0986294155112439,0.151205232472686,0.177918769291069,0.00380309636960462,0.464345206016364,0.218344275145755,0.327415364264367,0.37472441330655,0.0105090392435452
2020-03-04,Alabama,0.335809515644042,0.155338081560913,0.230150224448677,0.272167751655041,0.00653442669132642,0.227645462952189,0.100827367428302,0.152116799049538,0.181726876886992,0.00380919719025776,0.457599715841238,0.219904586346906,0.324241069514787,0.376847185052269,0.0104661061063513
2020-03-05,Alabama,0.323079466954093,0.159870902944491,0.229306501396306,0.281269903483416,0.00647322522169418,0.219581353191906,0.105243496154035,0.151976875214345,0.190503894958601,0.003772475625888,0.441575620988683,0.225044093870952,0.321977120180295,0.384124981627554,0.0103008181862721
2020-03-06,Alabama,0.310345461114956,0.16440789030492,0.228459969746891,0.290374734366675,0.00641194446655929,0.211514553950358,0.109652211722774,0.151841214043812,0.199272455584883,0.00373570785539749,0.425552241730919,0.23017472089363,0.319715351309641,0.391398073354604,0.0101415282107184
2020-03-07,Alabama,0.29643148038141,0.169105083624739,0.23874847662733,0.289272394343771,0.00644256502275107,0.201097440733914,0.113945213700862,0.160206749995407,0.199786880928905,0.00378470074530434,0.40836798559609,0.236041619459976,0.334002902828727,0.390522325447519,0.0101966452118636
2020-03-08,Alabama,0.282525353975797,0.173803341335554,0.249032384498555,0.288171819117143,0.00646710107295086,0.190681495272157,0.11823893978737,0.168579442457498,0.200296408799177,0.00383371711332125,0.391186125128607,0.241909999510068,0.348298711479104,0.389648963794033,0.0102579491450688
2020-03-09,Alabama,0.2732149746768,0.183460000367447,0.256226690101599,0.280649645720165,0.00644868913398943,0.1821433164512,0.125048227376002,0.173814525167035,0.193362688239869,0.00386431419140297,0.380852353802154,0.253244247928519,0.356166061400339,0.380025598784976,0.0101599005444335
2020-03-10,Alabama,0.263914065944834,0.193112782323257,0.263424134045368,0.273124785654794,0.00642423203174759,0.173607368575768,0.131865170741267,0.179051736808584,0.18643133604429,0.0038949586007545,0.370529371417373,0.264581598157856,0.364043897898192,0.370406888442507,0.0100619763852825
2020-03-11,Alabama,0.257428592425653,0.208484395669002,0.269131840674146,0.258524815050708,0.00643035618049091,0.168518200970065,0.143133604428984,0.183118171574151,0.174764832688256,0.00388883445201117,0.363572338444956,0.285060751555534,0.371337759051492,0.35379819705061,0.0100619763852825
2020-03-12,Alabama,0.250947706214136,0.223854638095646,0.274831740043726,0.243929474734979,0.00643644091151272,0.163421908395544,0.154407216652683,0.187183460000368,0.163097330499911,0.00388268652511804,0.356619245631978,0.305538033792846,0.378635425533869,0.337193564783911,0.0100557906533814
2020-03-13,Alabama,0.251867865366714,0.24040345891921,0.276640047033462,0.224682769095096,0.00640585958551761,0.164617118220567,0.16714639165156,0.185849541913674,0.147016314732252,0.00386433785703787,0.356560188133849,0.325351526137867,0.381332369800598,0.31565087452844,0.0100252314928225
2020-03-14,Alabama,0.252792611826956,0.256957032972417,0.278440546764,0.20544069374357,0.00636911469305766,0.165805203076772,0.179884621037676,0.184514477487629,0.130934300132282,0.00385208955955122,0.356505070795159,0.345169271471266,0.384020871098917,0.294099995100681,0.00999461074910587
2020-03-15,Alabama,0.252184776684284,0.26967523838103,0.285089626367973,0.186748648102444,0.00630171046426887,0.165167280098476,0.189590235717042,0.188689991365003,0.117086882766139,0.00379082485654269,0.356698859078076,0.36067340727177,0.393921207184807,0.272480081328197,0.00982919853756224
2020-03-16,Alabama,0.251572365560448,0.282401141534335,0.29173428706159,0.168063984714218,0.00622822112940859,0.164530372529687,0.199303076141075,0.192866635229562,0.103246391367453,0.00372958374415913,0.356894830637704,0.376185781038527,0.403817770945991,0.25085584454556,0.00965772342288825
2020-03-17,Alabama,0.244520384353929,0.298639818234152,0.290690624483272,0.160031110866144,0.00611806206250344,0.159124731301328,0.212362282361731,0.192421931935794,0.0971908357676974,0.00366838756300257,0.3479762626541,0.394985516299522,0.401458781164453,0.238163479027724,0.00947411612681965
2020-03-18,Alabama,0.237463867522414,0.314879231786782,0.289647738964284,0.152001371809318,0.00600778991720151,0.153716133457449,0.225417666944295,0.191979814805742,0.0911334574494145,0.00361324775856156,0.339057371025427,0.413778109842732,0.399092401156239,0.225472784282985,0.00928420949488021
2020-03-19,Alabama,0.233483170839253,0.329338346969771,0.289855960021557,0.141437215227083,0.00588530694233501,0.150041644211455,0.237102542746558,0.192396256920288,0.0833864092891088,0.00355813041987164,0.335254274655823,0.432138307775219,0.399539464014502,0.212918279359169,0.00917397481750037
2020-03-20,Alabama,0.229502474156092,0.343797462152761,0.29006418107883,0.130866934496105,0.00576894811621185,0.146373279114203,0.248793542697565,0.192818823183577,0.0756393611288031,0.00349688893243839,0.331445054137475,0.450498505707707,0.399986526872765,0.200363774435353,0.0090576159913772
2020-03-21,Alabama,0.230940234798425,0.346367483418969,0.296357991046549,0.120706232508007,0.00562805822804965,0.146960297386842,0.25126615999853,0.197202505986319,0.0695025384441083,0.00338663351481116,0.332380013350562,0.453214852194575,0.409060010166025,0.187189584111606,0.00882484429447176
2020-03-22,Alabama,0.232374699916712,0.34893562294841,0.302655430895105,0.11054088481701,0.00549336142276224,0.147555239821665,0.253741854882171,0.201594728332762,0.0633604428984371,0.00328254372642203,0.333319043652932,0.455936749791779,0.418138503747979,0.174011562392827,0.00859218068688452
2020-03-23,Alabama,0.227133819593721,0.351436427884645,0.306117449643878,0.109880149675112,0.0054321532026432,0.143299834034553,0.254692657713106,0.205601180743109,0.0630668699896501,0.00325194289808742,0.325978185648582,0.459215981676435,0.422997544201314,0.172781666636046,0.00852486725826306
2020-03-24,Alabama,0.221896281416883,0.353932928322963,0.309575718975062,0.109218068688452,0.00537700259663907,0.139048797217187,0.255640340992602,0.209598990740287,0.0627664004703346,0.00322130223898878,0.318627210817696,0.462483464798393,0.427851403654892,0.171543530449268,0.0084635735632747
2020-03-25,Alabama,0.218082272318066,0.35396571680538,0.313699192219834,0.108924776620307,0.00532804203641441,0.137040915688328,0.254521180498141,0.212013203745552,0.0623993336885362,0.00318457684935114,0.312351871245108,0.461396191980991,0.431479542155836,0.170576959586495,0.00837788678829301
